Time,Value
99,-0.094533204503507
100,-3.270952592994526
101,-2.0419971344595518
102,-2.5841759089889753
103,-4.131412636079062
104,-3.4008361141885546
105,-2.7388558860876233
106,-0.15538241370701167
107,-3.8671945370382055
108,-3.8942615192193863
109,-4.653254364596108
110,-8.337444496105118
111,-4.448553632938323
112,-4.071316871631115
113,1.0362917259496829
114,-3.8780071862090013
115,-2.40142706221706
116,-2.4977094890975646
117,-4.107191914429384
118,1.2503947812588176
119,1.2724949430032155
120,2.2163347140817447
121,-0.2652495549354761
122,5.323295799503929
123,0.7139799607574293
124,5.717672433117447
125,9.96769227810795
126,4.655157821950009
127,6.549724954993896
128,8.914400981190674
129,8.717793083144532
130,7.600343506134144
131,11.773740593335807
132,10.396127719620035
133,14.292882483236388
134,12.26491043105688
135,17.88771307555129
136,13.825111563892495
137,15.265424390673278
138,17.96399112918039
139,14.20834638108185
140,17.360993426156963
141,19.657379396044036
142,13.86530005804116
143,17.386987359810743
144,17.37634335398962
145,18.16259629880145
146,13.774010299648872
147,13.166555085260782
148,16.32640380498696
149,15.272782841586132
150,14.503864102262922
151,13.954865115593824
152,11.103937445381
153,12.081913125628128
154,11.317328514054386
155,8.38597198332523
156,12.609085545283937
157,8.87729767968293
158,4.598324503317887
159,7.354521403525766
160,3.171603492894704
161,5.803455035644814
162,5.692971294030146
163,0.928112650428786
164,3.7456854350091424
165,1.957708430181766
166,2.1605995346459963
167,3.772168185110426
168,-0.966446567820787
169,-2.3487124560586747
170,-2.893003778046615
171,-2.9222706207473097
172,-1.5232040792441701
173,-0.6654403610968228
174,-0.6732122060462877
175,0.6481064433904717
176,-0.6624411954254257
177,2.6312436564027886
178,-0.30133546133172406
179,6.258767216564374
180,2.741462227813251
181,0.5225472316124358
182,0.9098867798149342
183,4.891858934219055
184,4.407418208629363
185,7.253194803488059
186,7.776738631780882
187,7.714351916544266
188,7.211056155079516
189,6.924532428696419
190,10.10574219249548
191,13.741139668476544
192,13.461336776459396
193,11.512176046304955
194,15.277019503279359
195,16.576033456653686
196,14.85192132827909
197,17.673184365412563
198,18.153154811963056
199,16.340500410755446
200,19.845027227972842
201,20.662814589215415
202,22.02430766402032
203,22.185268162428876
204,17.44259026551251
205,18.342647862957747
206,21.16913748060348
207,20.989099146845575
208,20.7180477133845
209,27.02703826823294
210,20.008337406746893
211,20.59907289837213
212,19.61961575604621
213,18.327008464113984
214,15.642612045895891
215,16.984328471928496
216,13.066854487474258
217,13.246889299797235
218,11.829139662296171
219,12.02397244077109
220,15.540804040442978
221,6.229103660575707
222,10.399156174681405
223,4.884922169510226
224,6.2805794372067725
225,8.556156069329637
226,5.709303487095288
227,2.6848873874788937
228,2.7344450210376143
229,4.921212638115166
230,1.5770626948140207
231,3.0310435009671317
232,2.3390445278622263
233,0.6879177624276613
234,6.118732597444159
235,3.0370177648420587
236,-2.2430450946814906
237,2.3180534205672974
238,0.8584426130245921
239,4.220851852046906
240,1.3591749030683604
241,3.2334570909669087
242,5.077417291021389
243,6.483724537561309
244,3.1103089821082324
245,5.667422229666859
246,6.271143473771867
247,6.849732374120297
248,12.664557219514972
249,10.953506362647989
250,8.65471459035218
251,14.058370100801099
252,17.516393119280053
253,16.379730556473888
254,12.302145281936703
255,15.37211539448918
256,19.83822824112714
257,16.80788287882719
258,19.97598907749285
259,21.440914789381118
260,18.77172356163986
261,21.16427929525722
262,15.376276117970768
263,20.298001163951618
264,22.237714642140663
265,20.548010067109473
266,26.511270346641652
267,20.489654672648943
268,22.473422075721622
269,23.519113632023707
270,25.94630586217726
271,19.90260386687198
272,24.71905812081715
273,21.943745127992962
274,19.408146224259376
275,21.66660726507752
276,20.441890745310857
277,18.08232293800486
278,18.607063891421966
279,16.83589900910266
280,16.93609257358119
281,17.108782901501016
282,18.014688088134285
283,11.417736003740707
284,17.212710488348208
285,8.108267999087031
286,10.797030191086854
287,11.397358920563722
288,9.944090725264324
289,7.348227560615809
290,7.447416657155774
291,6.214001950194558
292,5.4310556995154196
293,7.798606386271348
294,6.388484889828227
295,3.9538667260491565
296,6.898142413794648
297,5.569728209207864
298,6.5359061882084255
299,6.22430737720908
300,3.4616937372272374
301,4.25267659826801
302,7.217669807243725
303,7.387558105293383
304,6.658506353278443
305,7.553382372044712
306,10.571722113260915
307,7.603689660550464
308,10.717044317882758
309,10.112204745564462
310,11.02426114031491
311,14.640580853030658
312,15.10830729501722
313,16.120348722628908
314,18.15169898830768
315,16.631752240182987
316,18.994263232395806
317,18.032148184503317
318,20.295335341471503
319,20.34359865481422
320,21.708258742402343
321,23.559866180942677
322,21.5252532053364
323,28.068053447033176
324,22.515560090078395
325,22.660327009882845
326,27.87772195380542
327,27.525083717456678
328,27.474418407745723
329,27.669110306077197
330,26.474625055378844
331,24.69140128383229
332,26.52503424031004
333,24.808963964843585
334,27.80833549574369
335,25.167285238687487
336,23.326668151679396
337,23.769444904554643
338,24.59707437059864
339,21.934102357018013
340,20.646386070067376
341,21.954612489676062
342,21.08944683178407
343,18.682936977698027
344,17.82660933924745
345,18.28897465576452
346,13.979150969835835
347,13.115080241506874
348,13.561995577957317
349,13.664857104404886
350,13.8399884362345
351,15.338090233099836
352,13.323484754261388
353,10.568944586195453
354,10.19900082774546
355,7.654753608605317
356,9.12639964108566
357,8.176016003824444
358,9.079568657826554
359,6.555047734212089
360,9.120904494051187
361,11.119486400477127
362,7.908162028549807
363,9.100439605785859
364,9.947085738684615
365,8.130390177681273
366,9.840143522852221
367,9.965277004042576
368,10.767607061591166
369,9.73661020068249
370,12.11363901494789
371,13.906904349988276
372,16.715828029705936
373,16.682540230897047
374,20.059648900020537
375,15.237316877859278
376,19.555144697938463
377,19.225565579533882
378,24.286776836360424
379,19.32880048167757
380,20.2842421027323
381,21.753577062191418
382,19.654256355762975
383,23.75224273800877
384,24.130702006341334
385,26.730533500668855
386,27.82229882953725
387,31.521846939354823
388,30.216946406786544
389,27.619798177337113
390,27.341124520144163
391,30.389841330919346
392,26.93510777503677
393,33.30839028214763
394,31.974380093583978
395,28.548103252740372
396,25.833856768087326
397,31.647019393764964
398,28.29852674635152
399,30.505366660616737
400,24.262276287204756
401,25.599329883031125
402,26.088091068488918
403,25.391362356767807
404,23.56563659548718
405,24.837211633179205
406,20.54862785872373
407,21.467647868228127
408,21.047523836922377
409,20.886270041083566
410,20.337003068130688
411,15.736719119994083
412,14.015623561360595
413,18.77218633529375
414,16.058736246457087
415,13.127425397132196
416,17.01819765466834
417,13.507521920117412
418,15.070721146859178
419,12.36492839142745
420,15.956280370607637
421,15.041935101416763
422,10.824902184641646
423,13.155239694503246
424,12.491413236582261
425,14.026398083868758
426,9.547287349803447
427,13.135383320476954
428,14.262062836985898
429,9.10213911709962
430,10.815735548382467
431,9.749530884763729
432,14.012079956968405
433,16.7793088637887
434,19.205274408588643
435,17.260034401001278
436,21.32670338025636
437,16.304171021374714
438,16.680343762592816
439,21.0168617582024
440,22.94515014893275
441,23.158923132082773
442,20.124988461802488
443,25.0956118827894
444,23.64767976454372
445,28.538198273186357
446,28.824836772636406
447,27.046799657483987
448,28.668033539255198
449,28.273651578000333
450,30.88367705079484
451,33.4512570424483
452,30.01162264066446
453,33.3395175151576
454,31.5225254049715
455,31.15016305959302
456,32.574940187541095
457,30.67180165080142
458,31.48943261842483
459,29.95853384429234
460,35.94733374232087
461,31.661900716668466
462,29.68007015124114
463,30.91589980537214
464,29.59838443048072
465,28.65002664506641
466,29.53085356687272
467,28.978106381640284
468,25.52156281580376
469,24.5186036406414
470,24.185627833148953
471,19.18503298555622
472,19.80925051501936
473,24.63173583801751
474,24.263782925571764
475,19.57887442954533
476,20.369859381193876
477,19.024839074983966
478,23.80012492391569
479,19.184061908319414
480,16.0616182038018
481,13.855675273122696
482,12.085929715798237
483,15.325754287770852
484,13.1183650142265
485,11.594408194773681
486,13.051648066729793
487,12.187045178476767
488,17.829687090099988
489,16.42330908588762
490,14.946528189772048
491,18.32010146297853
492,16.00451082540077
493,14.704196196008603
494,20.132166991653953
495,18.898970545032363
496,16.55112054381247
497,19.11109032649764
498,18.660223692213506
499,18.610401259350283
